Ligand0,Receptor0,z_pval,z,perm_pval,fdr,selected
PTPRC,MRC1,0.0,96.09720989454905,0.0,0.0,True
CD86,CTLA4,6.760638736683619e-49,14.649749756437723,0.0,0.0,True
CDH1,CDH1,0.0,406.44575093641953,0.0,0.0,True
CD69,KLRB1,0.0,54.60421874855519,0.0,0.0,True
PECAM1,PECAM1,0.0,382.3873614902426,0.0,0.0,True
PTN,SDC4,0.0,82.83813519583964,0.0,0.0,True
CXCL12,CXCR4,0.0,80.47645624458198,0.0,0.0,True
